order_id,order_date,ship_mode,segment,country,city,state,postal_code,region,category,sub_category,product_id,cost_price,list_price,quantity,discount_percent,discount,sale_price,profit,profit_margin,year,month,month_name,quarter
3779,2023-12-18,Second Class,Home Office,United States,Miami,Florida,33180,South,Technology,Phones,TEC-PH-10002564,60,70,3,3,2.1,67.9,7.900000000000006,11.63,2023,12,December,4
3780,2022-02-16,Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Paper,OFF-PA-10003465,30,40,2,5,2.0,38.0,8.0,21.05,2022,2,February,1
3781,2022-07-09,Standard Class,Home Office,United States,Manhattan,Kansas,66502,Central,Technology,Phones,TEC-PH-10000038,220,270,2,2,5.4,264.6,44.60000000000002,16.86,2022,7,July,3
3782,2023-04-15,Second Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Technology,Phones,TEC-PH-10003072,230,270,3,5,13.5,256.5,26.5,10.33,2023,4,April,2
3783,2022-03-25,Second Class,Consumer,United States,Memphis,Tennessee,38109,South,Office Supplies,Paper,OFF-PA-10003424,10,10,3,2,0.2,9.8,-0.1999999999999993,-2.04,2022,3,March,1
3784,2022-06-19,Second Class,Consumer,United States,Memphis,Tennessee,38109,South,Office Supplies,Storage,OFF-ST-10003716,670,720,4,3,21.6,698.4,28.399999999999977,4.07,2022,6,June,2
3785,2022-09-28,Standard Class,Home Office,United States,Fort Lauderdale,Florida,33311,South,Technology,Accessories,TEC-AC-10003590,30,40,2,4,1.6,38.4,8.399999999999999,21.87,2022,9,September,3
3786,2023-04-22,Standard Class,Home Office,United States,Columbus,Ohio,43229,East,Office Supplies,Binders,OFF-BI-10000494,0,0,2,3,0.0,0.0,0.0,0.0,2023,4,April,2
3787,2022-05-27,Standard Class,Corporate,United States,Los Angeles,California,90045,West,Office Supplies,Storage,OFF-ST-10002615,990,1090,7,2,21.8,1068.2,78.20000000000005,7.32,2022,5,May,2
3788,2023-05-14,Standard Class,Consumer,United States,Houston,Texas,77041,Central,Office Supplies,Art,OFF-AR-10002804,0,0,1,4,0.0,0.0,0.0,0.0,2023,5,May,2
3789,2022-11-30,Standard Class,Consumer,United States,Houston,Texas,77041,Central,Office Supplies,Art,OFF-AR-10001044,50,60,3,5,3.0,57.0,7.0,12.28,2022,11,November,4
3790,2023-08-19,Standard Class,Home Office,United States,Omaha,Nebraska,68104,Central,Office Supplies,Fasteners,OFF-FA-10000134,30,30,5,3,0.9,29.1,-0.8999999999999986,-3.09,2023,8,August,3
3791,2022-01-01,Standard Class,Home Office,United States,Los Angeles,California,90004,West,Office Supplies,Binders,OFF-BI-10001670,150,180,6,4,7.2,172.8,22.80000000000001,13.19,2022,1,January,1
3792,2022-05-16,First Class,Corporate,United States,Altoona,Pennsylvania,16602,East,Office Supplies,Binders,OFF-BI-10000343,0,0,3,4,0.0,0.0,0.0,0.0,2022,5,May,2
3793,2022-08-08,First Class,Corporate,United States,Altoona,Pennsylvania,16602,East,Office Supplies,Art,OFF-AR-10002257,20,20,6,3,0.6,19.4,-0.6000000000000014,-3.09,2022,8,August,3
3794,2022-07-18,Standard Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Art,OFF-AR-10001915,30,30,3,5,1.5,28.5,-1.5,-5.26,2022,7,July,3
3795,2023-08-02,Standard Class,Consumer,United States,San Diego,California,92037,West,Office Supplies,Storage,OFF-ST-10003692,60,60,1,5,3.0,57.0,-3.0,-5.26,2023,8,August,3
3796,2023-12-26,Standard Class,Consumer,United States,San Diego,California,92037,West,Furniture,Tables,FUR-TA-10003469,270,330,3,4,13.2,316.8,46.80000000000001,14.77,2023,12,December,4
3797,2023-01-15,Standard Class,Consumer,United States,San Diego,California,92037,West,Office Supplies,Art,OFF-AR-10003179,40,40,4,4,1.6,38.4,-1.6000000000000014,-4.17,2023,1,January,1
3798,2022-04-19,First Class,Consumer,United States,Miami,Florida,33178,South,Office Supplies,Paper,OFF-PA-10003395,230,250,3,2,5.0,245.0,15.0,6.12,2022,4,April,2
3799,2023-05-31,First Class,Corporate,United States,Greensboro,North Carolina,27405,South,Furniture,Tables,FUR-TA-10004575,420,520,3,4,20.8,499.2,79.19999999999999,15.87,2023,5,May,2
3800,2022-02-28,First Class,Corporate,United States,Greensboro,North Carolina,27405,South,Technology,Phones,TEC-PH-10002483,1130,1360,5,5,68.0,1292.0,162.0,12.54,2022,2,February,1
3801,2022-05-24,Standard Class,Consumer,United States,Jacksonville,North Carolina,28540,South,Furniture,Chairs,FUR-CH-10003606,90,100,1,5,5.0,95.0,5.0,5.26,2022,5,May,2
3802,2023-07-16,Standard Class,Consumer,United States,Jacksonville,North Carolina,28540,South,Technology,Accessories,TEC-AC-10002473,20,20,1,2,0.4,19.6,-0.3999999999999986,-2.04,2023,7,July,3
3803,2022-04-28,Standard Class,Consumer,United States,Jacksonville,North Carolina,28540,South,Office Supplies,Paper,OFF-PA-10002319,80,90,3,5,4.5,85.5,5.5,6.43,2022,4,April,2
3804,2022-05-09,Standard Class,Consumer,United States,Jacksonville,North Carolina,28540,South,Office Supplies,Supplies,OFF-SU-10000946,10,10,2,3,0.3,9.7,-0.3000000000000007,-3.09,2022,5,May,2
3805,2022-11-24,Standard Class,Consumer,United States,Jacksonville,North Carolina,28540,South,Office Supplies,Envelopes,OFF-EN-10001335,40,40,4,3,1.2,38.8,-1.2000000000000028,-3.09,2022,11,November,4
3806,2022-12-02,Standard Class,Consumer,United States,Jacksonville,North Carolina,28540,South,Office Supplies,Paper,OFF-PA-10002377,40,40,1,4,1.6,38.4,-1.6000000000000014,-4.17,2022,12,December,4
3807,2022-03-30,Standard Class,Corporate,United States,Plantation,Florida,33317,South,Office Supplies,Art,OFF-AR-10001246,10,10,5,4,0.4,9.6,-0.40000000000000036,-4.17,2022,3,March,1
3808,2023-09-13,Standard Class,Corporate,United States,Plantation,Florida,33317,South,Office Supplies,Binders,OFF-BI-10003291,10,10,2,5,0.5,9.5,-0.5,-5.26,2023,9,September,3
3809,2022-05-26,Standard Class,Corporate,United States,Plantation,Florida,33317,South,Office Supplies,Binders,OFF-BI-10002799,0,0,3,5,0.0,0.0,0.0,0.0,2022,5,May,2
3810,2022-01-20,Standard Class,Corporate,United States,Plantation,Florida,33317,South,Furniture,Chairs,FUR-CH-10003298,450,520,5,3,15.6,504.4,54.39999999999998,10.79,2022,1,January,1
3811,2023-05-04,Standard Class,Corporate,United States,Plantation,Florida,33317,South,Technology,Phones,TEC-PH-10000441,80,100,1,2,2.0,98.0,18.0,18.37,2023,5,May,2
3812,2023-07-30,Standard Class,Corporate,United States,Plantation,Florida,33317,South,Furniture,Chairs,FUR-CH-10004477,140,150,3,5,7.5,142.5,2.5,1.75,2023,7,July,3
3813,2023-03-29,Same Day,Consumer,United States,Milwaukee,Wisconsin,53209,Central,Office Supplies,Labels,OFF-LA-10003537,20,30,2,5,1.5,28.5,8.5,29.82,2023,3,March,1
3814,2023-05-15,Standard Class,Consumer,United States,Quincy,Illinois,62301,Central,Office Supplies,Labels,OFF-LA-10004484,20,20,6,2,0.4,19.6,-0.3999999999999986,-2.04,2023,5,May,2
3815,2022-03-24,Same Day,Consumer,United States,Jacksonville,Florida,32216,South,Technology,Phones,TEC-PH-10002824,690,820,5,4,32.8,787.2,97.20000000000005,12.35,2022,3,March,1
3816,2022-11-18,Same Day,Consumer,United States,Jacksonville,Florida,32216,South,Office Supplies,Paper,OFF-PA-10004965,20,20,2,2,0.4,19.6,-0.3999999999999986,-2.04,2022,11,November,4
3817,2022-03-16,Standard Class,Consumer,United States,Mobile,Alabama,36608,South,Furniture,Tables,FUR-TA-10003569,690,800,2,2,16.0,784.0,94.0,11.99,2022,3,March,1
3818,2023-01-31,Standard Class,Consumer,United States,Mobile,Alabama,36608,South,Technology,Phones,TEC-PH-10003187,50,60,3,3,1.8,58.2,8.200000000000003,14.09,2023,1,January,1
3819,2022-11-29,Standard Class,Consumer,United States,Mobile,Alabama,36608,South,Furniture,Chairs,FUR-CH-10004853,860,1060,7,4,42.4,1017.6,157.60000000000002,15.49,2022,11,November,4
3820,2023-01-04,Standard Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Binders,OFF-BI-10001031,10,10,3,3,0.3,9.7,-0.3000000000000007,-3.09,2023,1,January,1
3821,2023-06-06,Standard Class,Consumer,United States,New York City,New York,10024,East,Furniture,Bookcases,FUR-BO-10003034,280,310,3,2,6.2,303.8,23.80000000000001,7.83,2023,6,June,2
3822,2023-03-30,Standard Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Paper,OFF-PA-10000069,20,20,2,4,0.8,19.2,-0.8000000000000007,-4.17,2023,3,March,1
3823,2023-03-24,Standard Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Binders,OFF-BI-10003655,20,20,6,3,0.6,19.4,-0.6000000000000014,-3.09,2023,3,March,1
3824,2022-07-25,Standard Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Storage,OFF-ST-10000585,810,990,6,3,29.7,960.3,150.29999999999995,15.65,2022,7,July,3
3825,2022-05-21,Standard Class,Consumer,United States,New York City,New York,10011,East,Technology,Copiers,TEC-CO-10001571,840,880,2,3,26.4,853.6,13.600000000000023,1.59,2022,5,May,2
3826,2023-11-21,Standard Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Binders,OFF-BI-10002012,10,10,9,4,0.4,9.6,-0.40000000000000036,-4.17,2023,11,November,4
3827,2023-06-03,Standard Class,Corporate,United States,Dallas,Texas,75217,Central,Office Supplies,Storage,OFF-ST-10001228,100,110,10,5,5.5,104.5,4.5,4.31,2023,6,June,2
3828,2023-07-16,Standard Class,Corporate,United States,Detroit,Michigan,48234,Central,Furniture,Chairs,FUR-CH-10004086,1310,1460,5,4,58.4,1401.6,91.59999999999991,6.54,2023,7,July,3
3829,2023-07-26,Standard Class,Corporate,United States,Detroit,Michigan,48234,Central,Furniture,Chairs,FUR-CH-10002017,30,30,1,4,1.2,28.8,-1.1999999999999993,-4.17,2023,7,July,3
3830,2023-02-10,Standard Class,Corporate,United States,Detroit,Michigan,48234,Central,Furniture,Chairs,FUR-CH-10000595,390,480,2,3,14.4,465.6,75.60000000000002,16.24,2023,2,February,1
3831,2023-07-01,Standard Class,Corporate,United States,Detroit,Michigan,48234,Central,Office Supplies,Appliances,OFF-AP-10001563,70,90,2,5,4.5,85.5,15.5,18.13,2023,7,July,3
3832,2022-06-30,Standard Class,Consumer,United States,Dover,Delaware,19901,East,Furniture,Furnishings,FUR-FU-10004017,70,80,3,3,2.4,77.6,7.599999999999994,9.79,2022,6,June,2
3833,2023-11-21,Standard Class,Consumer,United States,Dover,Delaware,19901,East,Office Supplies,Binders,OFF-BI-10002571,20,20,2,4,0.8,19.2,-0.8000000000000007,-4.17,2023,11,November,4
3834,2023-05-17,Same Day,Corporate,United States,Columbus,Ohio,43229,East,Technology,Phones,TEC-PH-10000560,900,1050,5,5,52.5,997.5,97.5,9.77,2023,5,May,2
3835,2022-04-30,Same Day,Corporate,United States,Columbus,Ohio,43229,East,Furniture,Chairs,FUR-CH-10000847,500,610,3,5,30.5,579.5,79.5,13.72,2022,4,April,2
3836,2022-07-07,Standard Class,Corporate,United States,Glendale,Arizona,85301,West,Office Supplies,Fasteners,OFF-FA-10000611,0,0,2,5,0.0,0.0,0.0,0.0,2022,7,July,3
3837,2023-04-04,Standard Class,Corporate,United States,Glendale,Arizona,85301,West,Office Supplies,Paper,OFF-PA-10004733,20,20,3,2,0.4,19.6,-0.3999999999999986,-2.04,2023,4,April,2
3838,2023-11-20,Standard Class,Consumer,United States,North Las Vegas,Nevada,89031,West,Technology,Phones,TEC-PH-10001363,860,910,2,2,18.2,891.8,31.799999999999955,3.57,2023,11,November,4
3839,2023-08-09,Standard Class,Consumer,United States,North Las Vegas,Nevada,89031,West,Furniture,Chairs,FUR-CH-10003312,630,670,3,4,26.8,643.2,13.200000000000045,2.05,2023,8,August,3
3840,2023-01-27,Standard Class,Consumer,United States,North Las Vegas,Nevada,89031,West,Furniture,Furnishings,FUR-FU-10004018,120,130,9,3,3.9,126.1,6.099999999999994,4.84,2023,1,January,1
3841,2022-05-30,Standard Class,Consumer,United States,North Las Vegas,Nevada,89031,West,Technology,Accessories,TEC-AC-10004814,140,170,3,5,8.5,161.5,21.5,13.31,2022,5,May,2
3842,2023-08-12,Standard Class,Corporate,United States,Bristol,Tennessee,37620,South,Furniture,Chairs,FUR-CH-10002647,160,170,3,2,3.4,166.6,6.599999999999994,3.96,2023,8,August,3
3843,2023-12-14,First Class,Corporate,United States,Los Angeles,California,90049,West,Office Supplies,Binders,OFF-BI-10004140,10,10,2,3,0.3,9.7,-0.3000000000000007,-3.09,2023,12,December,4
3844,2023-07-28,First Class,Corporate,United States,Los Angeles,California,90049,West,Office Supplies,Supplies,OFF-SU-10002301,10,10,2,2,0.2,9.8,-0.1999999999999993,-2.04,2023,7,July,3
3845,2023-02-28,First Class,Corporate,United States,Los Angeles,California,90049,West,Office Supplies,Supplies,OFF-SU-10000646,460,480,2,4,19.2,460.8,0.8000000000000114,0.17,2023,2,February,1
3846,2023-05-28,First Class,Corporate,United States,Los Angeles,California,90049,West,Furniture,Bookcases,FUR-BO-10001337,530,620,6,4,24.8,595.2,65.20000000000005,10.95,2023,5,May,2
3847,2023-04-16,First Class,Corporate,United States,Los Angeles,California,90049,West,Office Supplies,Storage,OFF-ST-10003442,120,140,5,5,7.0,133.0,13.0,9.77,2023,4,April,2
3848,2022-02-28,Second Class,Home Office,United States,Canton,Michigan,48187,Central,Office Supplies,Storage,OFF-ST-10001097,470,500,3,5,25.0,475.0,5.0,1.05,2022,2,February,1
3849,2023-07-18,First Class,Consumer,United States,Fayetteville,Arkansas,72701,South,Office Supplies,Binders,OFF-BI-10004318,560,690,4,2,13.8,676.2,116.20000000000005,17.18,2023,7,July,3
3850,2023-08-25,First Class,Consumer,United States,Fayetteville,Arkansas,72701,South,Technology,Accessories,TEC-AC-10004633,30,30,5,3,0.9,29.1,-0.8999999999999986,-3.09,2023,8,August,3
3851,2023-12-08,Standard Class,Corporate,United States,Springfield,Missouri,65807,Central,Office Supplies,Paper,OFF-PA-10001970,80,90,7,3,2.7,87.3,7.299999999999997,8.36,2023,12,December,4
3852,2022-03-17,Same Day,Home Office,United States,Quincy,Massachusetts,2169,East,Furniture,Furnishings,FUR-FU-10004006,80,90,2,2,1.8,88.2,8.200000000000003,9.3,2022,3,March,1
3853,2023-10-14,First Class,Consumer,United States,Rockford,Illinois,61107,Central,Office Supplies,Binders,OFF-BI-10001524,30,30,8,4,1.2,28.8,-1.1999999999999993,-4.17,2023,10,October,4
3854,2022-10-27,Standard Class,Home Office,United States,San Francisco,California,94122,West,Furniture,Furnishings,FUR-FU-10004164,0,0,1,2,0.0,0.0,0.0,0.0,2022,10,October,4
3855,2023-12-05,Standard Class,Home Office,United States,San Francisco,California,94122,West,Office Supplies,Storage,OFF-ST-10002957,30,30,5,3,0.9,29.1,-0.8999999999999986,-3.09,2023,12,December,4
3856,2022-02-13,Second Class,Consumer,United States,San Antonio,Texas,78207,Central,Office Supplies,Binders,OFF-BI-10004364,0,0,3,4,0.0,0.0,0.0,0.0,2022,2,February,1
3857,2023-12-11,Second Class,Consumer,United States,San Antonio,Texas,78207,Central,Technology,Phones,TEC-PH-10002824,660,820,5,3,24.6,795.4,135.39999999999998,17.02,2023,12,December,4
3858,2022-08-24,Second Class,Consumer,United States,San Antonio,Texas,78207,Central,Office Supplies,Art,OFF-AR-10000634,10,10,3,2,0.2,9.8,-0.1999999999999993,-2.04,2022,8,August,3
3859,2022-12-03,Same Day,Consumer,United States,Thornton,Colorado,80229,West,Technology,Accessories,TEC-AC-10001539,400,450,7,2,9.0,441.0,41.0,9.3,2022,12,December,4
3860,2022-07-07,Standard Class,Home Office,United States,Chicago,Illinois,60653,Central,Furniture,Tables,FUR-TA-10001932,410,480,3,2,9.6,470.4,60.39999999999998,12.84,2022,7,July,3
3861,2023-05-26,Standard Class,Home Office,United States,Chicago,Illinois,60653,Central,Technology,Phones,TEC-PH-10002789,110,120,1,3,3.6,116.4,6.400000000000006,5.5,2023,5,May,2
3862,2023-05-02,Standard Class,Consumer,United States,Yonkers,New York,10701,East,Office Supplies,Binders,OFF-BI-10004828,30,40,3,2,0.8,39.2,9.200000000000003,23.47,2023,5,May,2
3863,2023-05-05,Standard Class,Consumer,United States,Yonkers,New York,10701,East,Office Supplies,Binders,OFF-BI-10003981,10,10,3,3,0.3,9.7,-0.3000000000000007,-3.09,2023,5,May,2
3864,2022-10-21,Second Class,Consumer,United States,San Diego,California,92037,West,Office Supplies,Art,OFF-AR-10001770,10,10,4,4,0.4,9.6,-0.40000000000000036,-4.17,2022,10,October,4
3865,2023-04-11,Standard Class,Consumer,United States,Champaign,Illinois,61821,Central,Furniture,Furnishings,FUR-FU-10004904,120,150,5,2,3.0,147.0,27.0,18.37,2023,4,April,2
3866,2023-01-19,Second Class,Consumer,United States,San Francisco,California,94122,West,Technology,Accessories,TEC-AC-10002842,190,240,2,5,12.0,228.0,38.0,16.67,2023,1,January,1
3867,2023-02-20,Second Class,Consumer,United States,Lawrence,Indiana,46226,Central,Technology,Accessories,TEC-AC-10003590,150,160,6,5,8.0,152.0,2.0,1.32,2023,2,February,1
3868,2023-01-20,Second Class,Consumer,United States,San Diego,California,92105,West,Technology,Accessories,TEC-AC-10000710,120,150,9,3,4.5,145.5,25.5,17.53,2023,1,January,1
3869,2023-06-27,Second Class,Consumer,United States,San Diego,California,92105,West,Furniture,Chairs,FUR-CH-10004495,210,240,1,3,7.2,232.8,22.80000000000001,9.79,2023,6,June,2
3870,2023-04-29,Second Class,Consumer,United States,San Diego,California,92105,West,Furniture,Chairs,FUR-CH-10004540,160,190,7,3,5.7,184.3,24.30000000000001,13.19,2023,4,April,2
3871,2023-07-05,Second Class,Consumer,United States,San Diego,California,92105,West,Office Supplies,Paper,OFF-PA-10004971,10,10,2,4,0.4,9.6,-0.40000000000000036,-4.17,2023,7,July,3
3872,2022-02-06,Second Class,Consumer,United States,San Diego,California,92105,West,Office Supplies,Envelopes,OFF-EN-10002600,10,10,4,4,0.4,9.6,-0.40000000000000036,-4.17,2022,2,February,1
3873,2023-04-01,Second Class,Consumer,United States,San Diego,California,92105,West,Furniture,Chairs,FUR-CH-10001854,700,840,3,2,16.8,823.2,123.20000000000005,14.97,2023,4,April,2
3874,2023-03-03,Second Class,Consumer,United States,Johnson City,Tennessee,37604,South,Office Supplies,Envelopes,OFF-EN-10001099,20,20,3,2,0.4,19.6,-0.3999999999999986,-2.04,2023,3,March,1
3875,2023-05-23,Second Class,Consumer,United States,Johnson City,Tennessee,37604,South,Office Supplies,Binders,OFF-BI-10001597,90,90,7,2,1.8,88.2,-1.7999999999999972,-2.04,2023,5,May,2
3876,2022-09-01,Second Class,Consumer,United States,Johnson City,Tennessee,37604,South,Technology,Phones,TEC-PH-10002660,100,110,2,5,5.5,104.5,4.5,4.31,2022,9,September,3
3877,2023-01-16,Second Class,Consumer,United States,Johnson City,Tennessee,37604,South,Office Supplies,Paper,OFF-PA-10000327,10,10,3,2,0.2,9.8,-0.1999999999999993,-2.04,2023,1,January,1
3878,2023-12-14,Standard Class,Consumer,United States,Tampa,Florida,33614,South,Office Supplies,Binders,OFF-BI-10001191,40,40,5,4,1.6,38.4,-1.6000000000000014,-4.17,2023,12,December,4
3879,2022-05-27,First Class,Corporate,United States,Decatur,Illinois,62521,Central,Office Supplies,Storage,OFF-ST-10003455,50,50,4,2,1.0,49.0,-1.0,-2.04,2022,5,May,2
3880,2022-11-08,First Class,Corporate,United States,Decatur,Illinois,62521,Central,Office Supplies,Storage,OFF-ST-10001031,40,50,4,4,2.0,48.0,8.0,16.67,2022,11,November,4
3881,2022-09-22,Standard Class,Consumer,United States,Gilbert,Arizona,85234,West,Office Supplies,Paper,OFF-PA-10002245,10,10,2,2,0.2,9.8,-0.1999999999999993,-2.04,2022,9,September,3
3882,2023-09-26,Standard Class,Consumer,United States,Gilbert,Arizona,85234,West,Office Supplies,Storage,OFF-ST-10004804,70,80,2,4,3.2,76.8,6.799999999999997,8.85,2023,9,September,3
3883,2022-01-31,Standard Class,Consumer,United States,Gilbert,Arizona,85234,West,Furniture,Furnishings,FUR-FU-10004904,320,360,6,4,14.4,345.6,25.600000000000023,7.41,2022,1,January,1
3884,2023-12-18,Standard Class,Consumer,United States,Gilbert,Arizona,85234,West,Furniture,Furnishings,FUR-FU-10002396,40,40,4,2,0.8,39.2,-0.7999999999999972,-2.04,2023,12,December,4
3885,2023-11-04,Standard Class,Corporate,United States,Knoxville,Tennessee,37918,South,Office Supplies,Art,OFF-AR-10002833,0,0,3,3,0.0,0.0,0.0,0.0,2023,11,November,4
3886,2022-10-14,Standard Class,Consumer,United States,Chicago,Illinois,60653,Central,Office Supplies,Binders,OFF-BI-10001072,10,10,4,4,0.4,9.6,-0.40000000000000036,-4.17,2022,10,October,4
3887,2022-10-25,Second Class,Consumer,United States,Bloomington,Indiana,47401,Central,Technology,Phones,TEC-PH-10003171,110,130,3,2,2.6,127.4,17.400000000000006,13.66,2022,10,October,4
3888,2023-12-12,Standard Class,Consumer,United States,Roswell,Georgia,30076,South,Office Supplies,Art,OFF-AR-10004511,10,10,2,3,0.3,9.7,-0.3000000000000007,-3.09,2023,12,December,4
3889,2022-01-29,Standard Class,Consumer,United States,Roswell,Georgia,30076,South,Technology,Phones,TEC-PH-10001425,200,240,3,3,7.2,232.8,32.80000000000001,14.09,2022,1,January,1
3890,2022-07-23,Standard Class,Consumer,United States,Roswell,Georgia,30076,South,Office Supplies,Storage,OFF-ST-10001490,300,360,2,3,10.8,349.2,49.19999999999999,14.09,2022,7,July,3
3891,2022-08-21,Standard Class,Corporate,United States,Los Angeles,California,90036,West,Technology,Accessories,TEC-AC-10003033,550,660,2,4,26.4,633.6,83.60000000000002,13.19,2022,8,August,3
3892,2022-07-21,Standard Class,Corporate,United States,Los Angeles,California,90036,West,Furniture,Chairs,FUR-CH-10001394,1510,1680,6,2,33.6,1646.4,136.4000000000001,8.28,2022,7,July,3
3893,2023-01-17,Standard Class,Corporate,United States,Los Angeles,California,90036,West,Technology,Accessories,TEC-AC-10000420,480,560,8,4,22.4,537.6,57.60000000000002,10.71,2023,1,January,1
3894,2023-11-07,Standard Class,Consumer,United States,Houston,Texas,77036,Central,Technology,Accessories,TEC-AC-10004901,230,280,7,2,5.6,274.4,44.39999999999998,16.18,2023,11,November,4
3895,2023-10-09,Standard Class,Home Office,United States,Bolingbrook,Illinois,60440,Central,Office Supplies,Binders,OFF-BI-10002571,10,10,5,2,0.2,9.8,-0.1999999999999993,-2.04,2023,10,October,4
3896,2023-11-07,Standard Class,Home Office,United States,Texarkana,Arkansas,71854,South,Technology,Accessories,TEC-AC-10002331,40,50,5,2,1.0,49.0,9.0,18.37,2023,11,November,4
3897,2023-02-02,Standard Class,Corporate,United States,San Antonio,Texas,78207,Central,Office Supplies,Fasteners,OFF-FA-10000611,0,0,3,4,0.0,0.0,0.0,0.0,2023,2,February,1
3898,2022-10-04,Standard Class,Corporate,United States,San Antonio,Texas,78207,Central,Office Supplies,Paper,OFF-PA-10000304,20,20,3,4,0.8,19.2,-0.8000000000000007,-4.17,2022,10,October,4
3899,2022-04-25,Standard Class,Consumer,United States,Edinburg,Texas,78539,Central,Office Supplies,Fasteners,OFF-FA-10000611,0,0,2,5,0.0,0.0,0.0,0.0,2022,4,April,2
3900,2022-06-03,First Class,Consumer,United States,Toledo,Ohio,43615,East,Technology,Accessories,TEC-AC-10002567,110,130,2,3,3.9,126.1,16.099999999999994,12.77,2022,6,June,2
3901,2022-11-18,Standard Class,Corporate,United States,Baytown,Texas,77520,Central,Office Supplies,Paper,OFF-PA-10001937,10,10,2,5,0.5,9.5,-0.5,-5.26,2022,11,November,4
3902,2022-11-29,Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19143,East,Technology,Accessories,TEC-AC-10001090,40,50,2,3,1.5,48.5,8.5,17.53,2022,11,November,4
3903,2022-05-04,Second Class,Home Office,United States,Los Angeles,California,90045,West,Office Supplies,Storage,OFF-ST-10000943,250,270,14,4,10.8,259.2,9.199999999999989,3.55,2022,5,May,2
3904,2023-10-29,Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Appliances,OFF-AP-10004036,80,100,7,5,5.0,95.0,15.0,15.79,2023,10,October,4
3905,2022-02-18,Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Storage,OFF-ST-10003816,470,560,4,3,16.8,543.2,73.20000000000005,13.48,2022,2,February,1
3906,2023-08-08,Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Binders,OFF-BI-10002072,10,10,4,5,0.5,9.5,-0.5,-5.26,2023,8,August,3
3907,2023-07-26,Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19143,East,Furniture,Furnishings,FUR-FU-10001468,490,550,4,5,27.5,522.5,32.5,6.22,2023,7,July,3
3908,2023-02-02,Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19143,East,Technology,Phones,TEC-PH-10000347,10,10,5,4,0.4,9.6,-0.40000000000000036,-4.17,2023,2,February,1
3909,2023-11-29,Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19143,East,Technology,Phones,TEC-PH-10002844,40,40,2,2,0.8,39.2,-0.7999999999999972,-2.04,2023,11,November,4
3910,2023-05-19,Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19143,East,Furniture,Furnishings,FUR-FU-10001037,10,10,1,2,0.2,9.8,-0.1999999999999993,-2.04,2023,5,May,2
3911,2022-07-03,Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19143,East,Furniture,Bookcases,FUR-BO-10004218,280,350,5,2,7.0,343.0,63.0,18.37,2022,7,July,3
3912,2022-03-08,First Class,Consumer,United States,Pearland,Texas,77581,Central,Technology,Phones,TEC-PH-10001619,420,470,3,3,14.1,455.9,35.89999999999998,7.87,2022,3,March,1
3913,2022-09-08,Standard Class,Corporate,United States,New York City,New York,10035,East,Office Supplies,Paper,OFF-PA-10001639,20,20,3,4,0.8,19.2,-0.8000000000000007,-4.17,2022,9,September,3
3914,2022-02-23,Standard Class,Corporate,United States,New York City,New York,10035,East,Furniture,Furnishings,FUR-FU-10002268,10,10,2,3,0.3,9.7,-0.3000000000000007,-3.09,2022,2,February,1
3915,2022-06-30,Standard Class,Consumer,United States,Phoenix,Arizona,85023,West,Furniture,Tables,FUR-TA-10001932,750,800,5,3,24.0,776.0,26.0,3.35,2022,6,June,2
3916,2022-02-14,Standard Class,Consumer,United States,Phoenix,Arizona,85023,West,Furniture,Chairs,FUR-CH-10004218,140,160,2,5,8.0,152.0,12.0,7.89,2022,2,February,1
3917,2023-05-04,Standard Class,Consumer,United States,Phoenix,Arizona,85023,West,Office Supplies,Paper,OFF-PA-10000246,20,20,2,2,0.4,19.6,-0.3999999999999986,-2.04,2023,5,May,2
3918,2022-06-27,Standard Class,Consumer,United States,Phoenix,Arizona,85023,West,Office Supplies,Binders,OFF-BI-10003350,10,10,4,3,0.3,9.7,-0.3000000000000007,-3.09,2022,6,June,2
3919,2022-12-16,Standard Class,Consumer,United States,Phoenix,Arizona,85023,West,Furniture,Chairs,FUR-CH-10000513,270,310,3,4,12.4,297.6,27.600000000000023,9.27,2022,12,December,4
3920,2022-10-28,Standard Class,Corporate,United States,Chesapeake,Virginia,23320,South,Office Supplies,Storage,OFF-ST-10001321,60,60,4,5,3.0,57.0,-3.0,-5.26,2022,10,October,4
3921,2023-01-27,Standard Class,Corporate,United States,Chesapeake,Virginia,23320,South,Office Supplies,Binders,OFF-BI-10004233,60,60,4,5,3.0,57.0,-3.0,-5.26,2023,1,January,1
